x;y;o;e;m;t;s;owner
129;372;77;77;22;65;93;
130;372;97;73;77;88;89;
131;372;45;76;68;74;80;
134;372;60;82;93;59;78;
137;372;83;92;73;18;73;
141;372;85;91;65;78;83;
142;372;81;90;70;3;88;
143;372;80;86;76;81;72;
146;372;62;91;80;93;70;
148;372;38;91;77;16;84;
154;372;67;68;20;24;92;
344;372;97;97;10;64;86;
350;372;72;74;79;62;85;Zombie 600484
351;372;81;80;78;85;87;
372;372;76;74;74;90;73;dimonazko
373;372;81;78;9;36;1;
377;372;84;4;80;15;89;Pelm8
378;372;76;50;77;79;77;
379;372;44;67;83;12;9;
387;372;0;0;0;0;80;
391;372;82;74;80;79;98;Pelm5
400;372;93;97;79;54;88;
590;372;77;62;70;43;96;
615;372;93;69;96;28;97;
647;372;67;75;73;27;92;dellite
652;372;24;81;84;84;80;
116;373;0;0;0;0;80;Мартин Макгиннес
121;373;0;0;0;0;70;Мартин Макгиннес
126;373;64;86;69;34;84;
127;373;7;81;72;65;71;
128;373;72;99;7;11;80;Мартин Макгиннес
129;373;86;71;81;55;86;
132;373;87;77;26;59;93;
133;373;94;81;71;35;86;
134;373;84;84;9;54;73;
135;373;11;98;21;79;77;
136;373;76;80;80;35;93;
137;373;73;83;61;66;78;
138;373;72;80;75;44;96;PTNPNH
139;373;97;96;77;35;87;Bomrek
140;373;90;82;85;19;85;Bomrek
142;373;80;80;78;93;78;
143;373;71;99;77;86;79;
144;373;85;97;71;23;74;
149;373;78;82;83;97;89;
150;373;0;0;0;0;70;
154;373;72;80;82;74;81;
161;373;69;69;67;34;98;
324;373;65;87;68;88;85;Рикардо
346;373;73;48;71;72;84;Старк
347;373;69;33;81;17;84;Nikolay_III
349;373;74;41;95;80;85;Rommel
351;373;84;67;69;98;98;Rommel
354;373;77;65;72;27;88;Pelm9
373;373;79;64;72;6;76;Pelm8
374;373;73;61;54;15;94;Pelm8
376;373;73;82;78;67;84;Pelm2
377;373;13;77;77;92;82;
378;373;72;85;97;50;90;Pelm7
379;373;78;72;79;78;75;Pelm2
384;373;94;73;77;44;11;
391;373;81;78;86;49;81;
392;373;76;73;83;36;85;
394;373;69;81;84;94;90;dimonazko
395;373;98;86;76;12;81;
611;373;83;79;77;15;91;
616;373;0;0;0;0;90;
621;373;10;90;18;93;89;
629;373;52;65;94;55;98;beaver MA
657;373;89;2;2;95;95;
659;373;56;81;79;7;82;
126;374;61;82;8;94;87;
128;374;90;70;71;60;74;
129;374;79;95;88;18;77;
130;374;66;93;70;97;77;
132;374;95;72;81;76;75;
133;374;80;81;74;25;93;
135;374;76;97;71;49;87;Бобби Сендс
136;374;82;70;14;36;70;
137;374;84;75;72;19;76;
138;374;72;69;89;16;71;
143;374;91;83;58;66;85;
145;374;78;82;70;88;73;
147;374;1;60;76;54;79;
150;374;76;83;59;75;83;
162;374;85;70;74;59;86;
345;374;0;0;0;0;90;mrvasco
349;374;66;78;61;24;95;Zombie 601123
355;374;92;69;99;75;86;RLS
358;374;76;64;68;23;75;Pelm9
359;374;83;74;1;48;94;mrvasco
365;374;93;82;72;46;90;Pelm3
371;374;82;14;3;35;84;
373;374;68;1;97;95;5;
374;374;94;17;86;31;80;Pelm8
375;374;82;64;20;34;82;
376;374;3;72;99;12;74;
378;374;50;77;82;68;93;Pelm2
379;374;91;76;84;3;7;
396;374;95;69;79;10;85;
405;374;81;99;4;76;92;
615;374;74;99;74;62;94;
121;375;0;0;0;0;80;Джерри Адамс
126;375;74;79;74;55;94;Бобби Сендс
127;375;78;87;69;24;83;
130;375;89;80;80;72;82;
135;375;30;87;87;19;76;
136;375;88;73;80;8;79;
137;375;81;77;9;83;77;
138;375;82;91;97;39;72;
139;375;72;80;17;21;84;
141;375;81;71;2;16;75;
142;375;89;73;4;53;78;
143;375;81;73;81;27;92;
147;375;0;0;0;0;70;
148;375;15;89;80;57;81;
149;375;0;0;0;0;70;
325;375;81;76;74;63;88;Рикардо
344;375;75;67;25;41;89;Zombie 601121
345;375;84;80;19;27;93;ррр
352;375;69;81;84;47;88;ррр
355;375;0;0;0;0;80;
357;375;4;85;88;86;90;
367;375;18;10;93;62;5;
368;375;82;80;79;90;95;dimonazko
370;375;77;29;78;65;86;Omega Juice
373;375;78;82;82;11;92;Pelm9
377;375;69;72;2;7;90;
379;375;74;30;73;82;97;dimonazko
386;375;76;64;77;83;78;Pelm5
391;375;84;73;86;2;90;
397;375;55;75;74;37;91;
400;375;73;79;99;7;80;
623;375;35;78;94;44;70;
650;375;75;74;93;43;91;
128;376;77;86;94;35;89;
131;376;87;78;78;79;75;
132;376;76;68;58;30;84;
133;376;72;88;17;23;76;
134;376;85;68;81;19;81;
136;376;87;78;87;94;86;
138;376;2;81;42;25;70;
139;376;74;73;62;43;80;
141;376;84;97;18;52;78;
142;376;75;93;76;77;77;
144;376;91;79;84;55;83;
145;376;11;88;3;91;75;
146;376;86;86;78;3;75;
348;376;79;83;11;71;99;Старк
352;376;48;77;72;51;80;
355;376;97;89;97;80;83;
356;376;73;93;66;31;84;
357;376;80;9;97;27;84;Pelm9
358;376;76;77;53;60;90;RLS
360;376;75;37;88;69;93;dimonazko
364;376;88;89;86;90;8;
365;376;71;79;88;91;83;dimonazko
368;376;79;75;98;20;1;
369;376;86;86;74;6;84;Pelm8
371;376;85;86;72;35;98;Pelm4
372;376;75;7;94;82;88;
374;376;79;86;80;50;4;
378;376;67;76;79;71;90;dimonazko
380;376;82;73;7;70;5;
396;376;35;85;81;8;93;
397;376;38;94;91;30;92;Работяги
400;376;72;90;90;27;92;Работяги
401;376;79;69;82;18;89;
610;376;78;77;77;4;90;
614;376;73;77;87;77;96;белый молот
624;376;76;83;87;15;84;КомКон1
625;376;85;9;93;16;84;beaver MA
627;376;78;71;46;74;95;
655;376;0;0;0;0;0;
659;376;83;97;78;67;90;
660;376;59;72;99;40;86;
131;377;38;86;83;73;91;
132;377;29;92;70;80;73;
133;377;63;67;24;96;82;
134;377;71;86;14;23;72;
136;377;81;71;53;64;92;
137;377;4;72;20;41;74;
139;377;25;87;63;49;74;
140;377;72;89;12;73;70;
143;377;82;70;54;64;76;
144;377;78;82;68;93;76;
158;377;72;73;90;62;83;
343;377;78;75;79;41;86;Старк
347;377;95;84;93;95;86;Rommel
348;377;70;89;80;7;98;Nikolay_III
352;377;76;85;71;40;80;ррр
355;377;3;77;97;25;85;Pelm9
359;377;79;68;76;13;75;Pelm3
361;377;13;96;83;51;84;Gluks
362;377;77;72;92;41;82;Pelm6
367;377;82;82;90;49;95;RLS
368;377;24;82;69;13;96;Pelm8
378;377;73;73;2;74;97;Pelm2
380;377;85;91;66;33;8;
381;377;0;0;0;0;0;
394;377;77;90;93;13;91;
401;377;73;91;83;28;84;Работяги
618;377;85;77;86;91;97;OM
620;377;2;75;83;63;93;
621;377;47;23;89;34;83;
135;378;82;92;87;54;82;
136;378;69;51;79;56;71;
141;378;82;92;71;34;95;InSpL
142;378;86;80;2;20;76;
143;378;83;86;79;28;87;
163;378;97;92;76;90;96;
164;378;63;72;14;72;87;
165;378;0;0;0;0;80;
347;378;91;33;97;72;86;Rommel
349;378;73;81;67;64;96;ррр
361;378;91;24;79;61;84;
364;378;78;89;93;72;83;
365;378;96;79;89;41;80;
367;378;90;55;98;18;80;Pelm8
368;378;21;68;85;73;84;Omega Juice
369;378;82;80;89;82;80;Omega Juice
371;378;91;81;66;54;6;
391;378;79;86;84;4;83;
392;378;99;79;84;35;84;Работяги 2
395;378;74;74;70;30;90;
402;378;80;80;69;87;92;Pelm5
615;378;77;69;72;37;94;
617;378;74;79;74;57;92;
618;378;0;0;0;0;0;
623;378;74;85;82;15;73;КомКон1
625;378;70;69;78;99;83;
626;378;2;84;99;73;99;
652;378;73;87;84;91;94;Акк кореша
659;378;68;46;84;75;87;
114;379;0;0;0;0;70;лшк83
124;379;95;54;89;75;92;Фрэнсис Хьюз
133;379;64;70;80;1;72;
138;379;80;85;3;90;74;
141;379;75;86;72;82;78;
142;379;75;76;74;78;81;
144;379;80;74;25;7;80;
146;379;86;57;75;14;81;
147;379;67;77;72;33;83;InSpL
149;379;0;0;0;0;70;
162;379;64;66;76;73;81;
163;379;85;51;43;65;87;
164;379;21;85;40;65;97;
165;379;0;0;0;0;80;
348;379;88;75;89;27;97;ррр
355;379;74;67;94;11;93;Pelm9
357;379;80;91;68;43;85;Pelm3
363;379;79;96;83;58;89;Pelm3
364;379;66;99;78;13;93;Pelm3
365;379;73;74;79;33;6;Pelm8
366;379;98;76;78;65;84;Omega Juice
381;379;0;0;0;0;80;
387;379;78;76;6;31;87;
392;379;3;81;71;95;90;Pelm
396;379;17;80;25;91;84;
397;379;74;82;63;4;81;
400;379;20;76;75;68;94;
402;379;89;50;91;46;87;Работяги 2
617;379;4;87;78;74;74;
618;379;73;84;86;27;75;
623;379;73;71;73;11;75;КомКон1
624;379;77;73;70;40;16;
626;379;79;50;99;75;90;
627;379;0;0;0;0;80;KomKon2
628;379;0;0;0;0;70;KomKon2
659;379;91;80;3;97;73;
660;379;69;75;57;97;75;
134;380;59;81;95;74;72;Zombie 600414
141;380;78;35;71;16;81;
143;380;36;67;96;51;75;
145;380;94;67;73;87;89;
146;380;0;0;0;0;70;
147;380;0;0;0;0;70;
149;380;79;80;57;41;87;
150;380;0;0;0;0;70;
154;380;8;85;93;50;95;
348;380;75;75;73;30;92;ррр
360;380;78;12;74;85;81;Pelm2
367;380;87;93;78;70;9;
383;380;67;89;2;2;83;
388;380;88;73;91;33;1;
390;380;76;98;74;4;86;Pelm8
391;380;69;98;81;39;89;
402;380;78;74;84;88;87;
616;380;0;0;0;0;10;
617;380;94;69;74;13;75;
618;380;6;86;71;27;73;
621;380;74;68;82;60;82;
622;380;69;76;75;44;91;beaver MA
623;380;88;40;72;24;70;
624;380;92;82;83;47;73;
648;380;83;77;74;2;90;
653;380;85;86;78;88;88;Акк кореша
655;380;71;69;85;93;98;
659;380;80;83;93;86;91;
660;380;87;6;8;51;68;
661;380;79;91;85;44;86;
662;380;84;65;45;43;85;
663;380;76;88;51;47;73;
665;380;63;22;37;47;91;
133;381;0;0;0;0;70;Zombie 600414
137;381;1;80;87;59;86;
142;381;5;82;9;84;91;
150;381;9;73;90;46;84;InSpL
153;381;89;91;12;39;81;
155;381;9;85;72;9;95;
156;381;72;83;86;20;93;InSpL
157;381;77;84;46;29;84;
158;381;77;99;10;28;86;InSpL
357;381;79;73;74;51;90;Pelm3
360;381;73;93;77;26;95;Pelm3
370;381;92;86;73;96;10;
388;381;79;99;66;50;76;
389;381;89;83;83;74;86;Pelm5
391;381;61;88;76;56;70;
397;381;99;94;83;68;90;Работяги 2
401;381;28;82;70;14;93;
621;381;80;82;80;33;78;
623;381;75;80;71;61;80;
628;381;52;71;95;18;94;KomKon2
630;381;78;81;87;31;96;
653;381;76;62;87;38;93;
659;381;84;74;76;10;98;KomKon5
660;381;69;70;70;13;70;KomKon5
661;381;81;73;74;17;75;KomKon5
666;381;76;89;82;24;92;
126;382;69;76;38;74;87;Мочилово
130;382;22;70;93;60;80;Мочилово
140;382;80;96;28;86;80;
141;382;10;94;7;75;80;
144;382;94;73;74;23;80;
146;382;79;94;55;36;85;InSpL
149;382;97;87;22;78;97;
150;382;92;93;67;33;80;
155;382;75;98;29;13;82;
160;382;66;21;73;58;89;
344;382;87;69;88;88;80;Старк
349;382;70;76;83;17;89;Zombie 601123
359;382;6;76;80;25;92;Pelm9
369;382;70;85;78;47;83;
389;382;84;79;69;3;78;
390;382;81;79;89;51;71;
399;382;76;88;73;54;94;Работяги
402;382;4;1;14;10;82;
416;382;90;32;77;40;83;UPick
612;382;0;0;0;0;90;
621;382;76;1;87;73;85;
628;382;0;0;0;0;80;KomKon2
629;382;0;0;0;0;70;z1
651;382;95;85;93;70;90;Клоун
653;382;93;10;19;6;92;KomKon5
660;382;85;21;82;35;1;
661;382;89;58;72;10;18;
662;382;77;79;68;59;90;
663;382;79;82;82;12;79;KomKon5
127;383;27;88;76;93;85;Мочилово
137;383;77;90;83;17;90;Isl
145;383;72;78;74;38;87;
154;383;61;86;4;30;90;InSpL
349;383;81;1;88;73;86;Старк
354;383;85;79;79;65;90;Pelm3
356;383;29;72;71;63;88;
358;383;29;64;87;63;82;
359;383;73;68;78;75;85;
360;383;92;69;78;93;80;
370;383;81;70;76;59;91;Pelm3
371;383;87;90;83;47;98;Pelm7
374;383;82;70;66;92;86;Omega Juice
375;383;84;66;86;89;83;
396;383;73;77;83;25;99;Работяги
401;383;73;78;81;4;90;mavas
402;383;99;77;52;61;94;Работяги 2
621;383;61;72;74;22;81;
623;383;71;81;87;12;81;КомКон1
625;383;75;85;95;9;96;КомКон1
627;383;73;65;80;48;91;
651;383;75;86;94;76;91;Клоун
659;383;77;80;69;20;90;
660;383;87;2;72;41;83;
661;383;87;76;62;47;78;
662;383;77;62;57;25;93;
668;383;78;92;75;73;99;Ultra4
118;384;5;99;78;22;96;
132;384;0;0;0;0;80;Isl
344;384;90;70;67;68;89;Rommel
350;384;88;12;89;96;81;
352;384;0;0;0;0;80;
354;384;19;79;77;31;93;Pelm3
356;384;70;87;90;52;82;
357;384;84;70;76;61;85;
358;384;17;89;79;25;81;Pelm9
359;384;74;73;70;41;88;
360;384;19;71;73;54;81;
366;384;75;73;75;80;87;
372;384;71;90;68;51;90;Pelm7
376;384;12;76;77;22;87;Pelm6
611;384;99;75;89;36;96;
615;384;87;73;75;33;93;tank-34a
624;384;75;75;68;26;98;
654;384;90;83;79;80;91;
658;384;92;87;52;92;95;
662;384;80;75;97;68;82;
167;385;58;76;4;40;82;
168;385;78;98;81;23;89;
170;385;75;75;82;77;82;
305;385;88;56;81;64;92;Кормилец2
336;385;40;50;75;81;92;Rommel
371;385;60;80;69;7;82;Pelm6
375;385;86;11;77;25;3;
394;385;78;81;85;21;69;
395;385;74;87;96;14;95;Садовод
396;385;16;81;99;91;80;Варяги
617;385;68;80;67;60;93;
623;385;82;68;75;30;89;
626;385;69;74;78;44;80;
632;385;0;0;0;0;70;
662;385;81;93;67;37;83;
114;386;75;99;70;97;95;Октябрь
116;386;71;78;76;40;78;Cool
121;386;94;68;70;3;96;
347;386;70;72;80;88;85;Старк
352;386;86;15;95;30;82;Pelm9
353;386;20;89;74;30;97;Pelm3
354;386;99;77;81;25;83;Pelm9
358;386;80;5;80;43;89;
370;386;77;2;95;33;2;
375;386;78;86;78;59;82;
379;386;56;73;82;68;87;
389;386;48;87;28;16;21;
390;386;90;74;18;38;85;
391;386;74;92;99;93;90;
392;386;9;81;6;8;87;
394;386;80;89;21;23;71;
395;386;40;64;78;90;91;Pelm
396;386;82;97;87;72;77;Работяги
397;386;84;84;79;40;88;Работяги 2
613;386;98;11;86;80;92;tank-34c
661;386;94;74;56;36;88;
121;387;30;94;18;55;85;Мочилово
124;387;71;74;74;73;76;Мочилово
135;387;84;88;78;34;82;Isl
136;387;99;81;74;27;98;Isl
141;387;54;78;81;59;82;
143;387;80;72;56;72;85;
144;387;78;85;73;26;95;InSpL
146;387;88;75;66;78;92;
148;387;90;88;96;74;84;
149;387;67;83;2;95;93;
162;387;71;96;67;47;83;
165;387;71;88;70;85;86;
166;387;83;82;74;91;96;
171;387;89;72;9;89;86;
179;387;84;45;29;33;86;
181;387;67;84;71;99;91;
185;387;96;78;47;66;95;Кормилец
189;387;84;77;89;60;80;
192;387;74;87;80;54;85;
194;387;84;13;70;49;98;
199;387;93;2;71;29;81;
320;387;4;81;92;75;90;Кормилец2
358;387;93;2;67;85;91;Pelm
363;387;88;89;87;49;71;
364;387;67;76;98;55;73;
368;387;8;69;76;23;88;Pelm9
369;387;24;4;49;61;81;
374;387;85;65;73;74;92;Pelm7
379;387;78;79;49;38;80;
384;387;70;97;4;36;83;Pelm6
388;387;90;68;68;20;87;Старатели
389;387;10;95;69;17;80;Pelm6
394;387;72;93;84;35;85;Работяги
395;387;86;87;83;41;87;Работяги 2
396;387;90;79;72;7;80;
618;387;79;72;75;4;93;КомКон1
655;387;0;0;0;0;70;Клоун
113;388;78;87;83;90;92;Лето
118;388;12;69;76;71;83;
119;388;72;70;24;55;82;
121;388;68;76;88;79;91;Centaura
123;388;88;89;86;28;87;Centaura
125;388;82;82;70;3;93;
138;388;11;77;86;48;93;Isl
142;388;70;83;92;45;81;
144;388;10;84;96;78;98;
146;388;99;77;69;55;86;
148;388;68;88;89;20;99;InSpL
149;388;66;89;58;82;90;
150;388;35;76;18;12;82;
151;388;58;99;57;20;85;InSpL
158;388;79;92;84;77;82;
160;388;85;39;86;22;89;InSpL
166;388;71;81;2;19;94;
170;388;92;80;79;54;82;
179;388;68;18;73;35;81;
182;388;69;71;36;85;91;
188;388;98;21;76;77;99;Кормилец
192;388;78;74;89;77;87;
195;388;86;37;63;85;80;
197;388;74;76;84;3;80;
198;388;52;5;88;71;87;
200;388;85;76;87;40;80;
360;388;72;67;87;86;91;Pelm
363;388;67;8;78;62;74;
385;388;80;93;88;45;84;
386;388;77;64;59;57;9;
387;388;78;80;76;51;86;
388;388;79;70;90;50;87;
393;388;83;76;97;65;81;Садовод
394;388;74;49;83;70;77;
395;388;85;72;69;41;80;mavas
396;388;81;72;75;52;67;
628;388;76;2;84;17;90;
656;388;0;0;0;0;90;Пацифист
657;388;95;95;79;31;94;Tven
658;388;72;76;69;80;96;
120;389;91;75;9;17;90;Cool
123;389;78;76;76;50;71;Centaura
137;389;72;80;38;31;97;Isl
141;389;98;93;90;79;94;
146;389;78;89;98;89;91;
147;389;3;14;71;91;80;
156;389;79;91;68;73;80;
157;389;85;87;74;68;90;
159;389;82;92;88;28;87;
160;389;77;86;96;30;80;InSpL
163;389;85;83;82;50;87;
167;389;92;86;72;47;86;
171;389;75;74;64;16;84;
187;389;66;39;10;39;82;
191;389;85;82;85;51;94;
197;389;79;70;78;70;85;
313;389;39;69;85;31;91;Кормилец2
343;389;71;72;74;82;89;Старк
357;389;73;89;74;19;94;Pelm9
369;389;59;81;82;84;95;Pelm
374;389;76;94;75;50;4;
375;389;79;3;84;52;82;
377;389;84;80;61;82;72;
378;389;89;74;92;63;81;
383;389;37;89;67;73;6;Pelm7
384;389;73;81;76;40;78;
386;389;70;69;60;85;70;
387;389;85;76;82;63;77;
388;389;70;72;71;45;16;
390;389;0;0;0;0;60;
393;389;0;0;0;0;80;Старатели
115;390;85;87;59;3;89;
116;390;61;82;5;62;86;
118;390;79;82;78;63;89;Мочилово
119;390;76;71;64;66;81;
124;390;76;95;72;19;87;Centaura
136;390;10;66;85;48;87;Isl
138;390;74;85;70;40;80;Isl
145;390;74;92;75;34;84;
150;390;76;75;5;3;88;
152;390;88;80;88;42;85;
156;390;10;50;4;95;88;
159;390;67;73;16;91;81;
163;390;76;93;9;69;94;
169;390;73;97;78;92;89;
173;390;72;70;74;60;80;
182;390;96;83;75;88;91;Кормилец
184;390;73;68;75;91;81;
187;390;83;4;78;36;82;
188;390;74;15;97;68;82;
194;390;88;63;78;30;87;
368;390;86;87;85;54;64;
375;390;4;71;85;76;79;
376;390;83;30;80;71;73;
377;390;73;85;73;88;76;
383;390;39;90;94;35;86;Pelm6
387;390;15;92;3;90;92;Pelm
388;390;97;69;84;85;81;
389;390;76;72;58;86;66;
393;390;0;0;0;0;80;Работяги
402;390;86;65;71;97;95;Варяги
624;390;77;68;72;60;94;
662;390;0;0;0;0;70;A300
114;391;69;97;15;53;82;
116;391;9;81;87;96;87;
117;391;92;89;81;28;85;Cool
119;391;85;93;71;58;95;Centaura
121;391;60;71;57;23;93;
123;391;77;77;75;60;80;
125;391;52;89;35;55;82;Мочилово
139;391;95;88;54;23;91;Isl
145;391;78;90;11;46;73;
146;391;60;86;20;41;93;
147;391;0;0;0;0;70;
151;391;54;85;73;43;93;
160;391;82;71;88;89;90;
167;391;6;93;79;23;73;
168;391;96;87;18;60;78;
169;391;11;94;71;82;84;
171;391;63;94;62;78;86;
174;391;77;76;69;36;81;
176;391;86;35;71;70;98;
191;391;77;63;78;28;83;
192;391;86;38;72;88;81;
193;391;78;88;72;21;99;
196;391;66;97;71;20;86;
354;391;80;74;74;77;99;Старк
365;391;76;90;71;17;82;Pelm6
367;391;85;86;77;26;29;
369;391;68;12;98;44;86;
375;391;69;73;86;90;76;
382;391;40;83;11;15;81;
383;391;0;0;0;0;60;
386;391;72;78;68;85;93;Pelm
388;391;71;82;79;13;76;
395;391;87;84;80;53;99;Старатели
398;391;77;80;74;58;96;mavas
415;391;75;79;66;43;74;UPick
684;391;0;0;0;0;80;
113;392;76;93;9;67;95;Centaura
119;392;70;79;69;84;82;
138;392;81;76;80;51;86;Isl
139;392;89;81;18;70;81;
143;392;11;77;74;47;85;
145;392;84;68;82;99;72;
146;392;80;88;57;58;78;
148;392;78;95;72;91;70;
149;392;76;80;79;75;83;
155;392;28;76;56;80;80;
158;392;72;81;16;53;81;
161;392;84;89;97;54;84;
164;392;8;79;70;27;79;
167;392;85;82;83;72;82;
171;392;62;75;20;6;70;
172;392;69;72;81;69;84;
174;392;71;72;88;37;80;
178;392;73;84;88;28;80;
183;392;81;78;93;75;90;Кормилец
185;392;70;36;73;19;83;
187;392;88;95;63;83;81;
193;392;81;66;83;25;89;
319;392;71;6;88;48;93;Кормилец2
375;392;71;70;85;86;78;
376;392;98;81;71;53;74;
377;392;82;87;89;33;87;Pelm6
380;392;83;93;62;97;89;Pelm
381;392;87;76;88;80;73;
382;392;70;86;11;72;79;
383;392;74;84;97;36;86;Pelm6
386;392;66;82;93;9;96;Pelm6
387;392;74;44;81;67;14;
388;392;68;94;72;60;72;
389;392;0;0;0;0;60;
399;392;74;83;86;12;96;mavas
611;392;0;0;0;0;70;tank-34c
112;393;79;69;7;35;96;
113;393;73;75;83;61;91;
114;393;80;81;87;57;80;
115;393;76;72;46;34;96;H.Mining Corp 24
118;393;13;72;71;59;78;
121;393;30;68;85;82;80;Centaura
123;393;9;70;11;41;80;
124;393;74;94;1;27;81;
135;393;73;83;96;11;86;
145;393;40;83;79;90;96;
146;393;3;75;73;28;82;
147;393;85;76;80;82;86;
149;393;72;70;79;48;78;Маяк3
151;393;78;90;83;11;87;
158;393;89;94;15;44;85;
161;393;87;89;73;81;83;
165;393;14;79;75;50;70;
166;393;83;75;91;97;92;
171;393;75;84;3;75;73;
172;393;91;78;70;12;72;
173;393;74;75;71;28;85;
175;393;78;71;79;25;78;
176;393;42;85;22;47;91;
181;393;59;82;74;38;78;
182;393;71;73;81;85;91;Слоник
183;393;86;83;25;18;76;
187;393;73;77;24;34;80;
190;393;80;82;91;71;81;
191;393;81;81;72;18;83;
192;393;78;70;84;58;89;
193;393;74;23;71;35;91;
200;393;90;71;84;29;86;
201;393;1;92;72;5;84;
369;393;86;45;83;8;89;Pelm6
373;393;81;16;89;45;79;
374;393;70;10;69;17;85;Pelm6
378;393;12;86;70;80;82;Pelm7
382;393;59;78;86;36;73;
383;393;82;89;88;21;71;
384;393;68;83;73;75;72;
385;393;90;53;70;69;74;
386;393;82;78;86;37;91;Pelm7
387;393;0;0;0;0;70;
388;393;0;0;0;0;70;
389;393;78;70;86;15;81;
396;393;76;77;67;32;91;mavas
397;393;17;65;79;20;91;mavas
624;393;51;88;89;39;99;
106;394;2;56;84;14;93;
109;394;75;77;79;13;90;
111;394;5;56;13;53;87;
116;394;16;88;77;86;83;
117;394;21;86;95;61;95;
119;394;68;76;81;72;83;
121;394;67;80;3;24;87;
123;394;1;86;67;69;98;ryh206
127;394;0;0;0;0;90;GarySpeed
135;394;96;71;90;91;80;
136;394;79;87;95;32;80;
143;394;69;68;79;39;83;
145;394;88;78;77;17;98;
147;394;94;73;71;15;80;
154;394;78;83;71;32;88;
159;394;76;78;89;28;80;
160;394;75;99;85;27;86;Удаф
161;394;65;84;74;17;87;
162;394;83;89;78;70;87;
163;394;82;74;85;87;71;
166;394;92;76;90;77;92;Athel
168;394;56;82;69;46;81;
169;394;78;69;93;17;73;
170;394;98;97;82;5;84;
171;394;83;99;73;7;74;
176;394;67;79;86;32;86;Удаф
178;394;86;10;85;78;92;
179;394;82;72;93;75;86;
181;394;69;70;6;17;79;
182;394;63;68;82;58;72;
183;394;87;71;71;55;71;
187;394;83;21;70;61;92;
193;394;99;7;21;10;91;
203;394;79;60;75;41;80;
204;394;84;82;85;95;80;
318;394;2;73;99;37;97;Кормилец2
369;394;69;82;79;93;82;
373;394;74;74;84;96;91;Pelm
376;394;68;82;64;77;66;
378;394;11;40;77;74;17;
379;394;78;76;76;8;83;Pelm6
383;394;64;99;14;61;76;
384;394;80;85;95;34;77;
387;394;81;89;77;61;84;
388;394;0;0;0;0;20;
393;394;54;77;89;20;95;mavas
615;394;65;14;69;36;89;tank-34a
616;394;76;13;76;54;83;
633;394;73;93;84;57;90;Зелёный
107;395;80;68;71;40;83;
116;395;84;89;90;17;98;Cool
126;395;0;0;0;0;80;GarySpeed
136;395;16;91;70;43;91;H.Mining Corp 17
139;395;70;65;82;19;81;
141;395;95;67;76;56;76;
142;395;3;90;82;34;84;
143;395;85;76;81;72;75;
144;395;86;85;95;14;78;
145;395;80;81;70;31;71;
146;395;69;72;15;94;71;
148;395;79;91;92;45;81;
153;395;30;66;65;36;90;
159;395;53;75;45;48;76;
161;395;87;67;70;35;78;
165;395;7;82;49;12;76;
166;395;95;75;83;38;82;
167;395;77;98;83;24;74;Удаф
169;395;76;77;64;26;88;
170;395;70;69;63;47;89;
171;395;80;78;95;67;85;Слоник
172;395;6;76;74;12;86;
174;395;84;71;84;77;71;
175;395;0;0;0;0;70;
182;395;92;10;68;50;80;
186;395;72;67;49;34;97;
190;395;99;81;70;33;80;
191;395;96;72;10;78;84;
195;395;91;87;12;91;84;
199;395;95;78;89;7;93;
201;395;88;71;70;63;81;
365;395;71;13;75;18;86;
369;395;96;45;87;92;96;Pelm
373;395;4;76;79;74;71;
376;395;99;81;90;67;96;Pelm7
377;395;22;86;66;81;67;
378;395;81;76;81;13;74;
379;395;13;74;83;68;82;Pelm7
384;395;23;80;13;29;28;
385;395;0;0;0;0;60;
411;395;85;75;75;31;95;UPick
615;395;73;78;79;71;81;
619;395;75;85;79;59;88;tank-34c
623;395;71;67;63;38;84;
627;395;80;78;89;25;73;
628;395;76;87;96;43;88;
629;395;81;78;60;27;91;
107;396;69;98;76;86;99;H.Mining Corp 24
108;396;52;60;25;79;87;
113;396;81;84;35;54;85;
116;396;69;93;75;52;83;
118;396;20;79;78;21;94;H.Mining Corp 21
119;396;84;73;73;26;93;Bim
124;396;88;80;71;43;90;ryh206
130;396;0;0;0;0;80;
135;396;78;79;69;65;91;H.Mining Corp 18
136;396;86;92;79;59;90;H.Mining Corp 23
141;396;82;76;79;80;75;
145;396;93;56;85;19;81;
146;396;81;72;84;83;93;Athel
147;396;91;69;48;27;87;
149;396;82;83;79;81;78;
151;396;69;57;26;37;72;
152;396;92;90;80;25;87;
158;396;80;73;75;30;80;
159;396;72;84;72;22;75;
160;396;62;97;81;85;90;
161;396;82;74;75;75;80;
162;396;47;70;66;43;96;
163;396;83;86;12;77;74;
165;396;78;75;69;85;72;
166;396;72;18;70;65;70;
168;396;73;86;76;68;74;
169;396;74;89;77;61;76;
171;396;80;83;77;32;82;
172;396;98;87;82;20;91;
173;396;75;92;75;65;72;
174;396;74;81;75;33;76;
190;396;76;83;69;86;83;
191;396;78;80;72;42;78;
192;396;78;7;9;45;77;
196;396;74;81;93;89;90;Кормилец
197;396;88;96;71;47;80;
201;396;82;85;80;84;84;
365;396;66;65;81;78;80;
370;396;4;84;80;19;76;
373;396;67;75;94;53;88;
374;396;87;76;92;94;76;
376;396;77;72;74;21;72;Pelm6
377;396;29;81;1;21;74;
378;396;72;69;74;70;72;Pelm7
381;396;68;70;86;31;88;
383;396;99;76;13;11;76;
384;396;81;84;81;81;71;
