x;y;o;e;m;t;s;
215;374;92;75;92;16;83;
216;374;53;68;73;87;69;
217;374;84;74;94;62;76;
218;374;79;97;83;69;74;
219;374;90;81;71;3;73;
220;374;0;0;0;0;50;
221;374;71;80;16;77;75;
222;374;78;82;87;78;98;
223;374;84;80;66;89;16;
224;374;69;79;74;7;80;
225;374;0;0;0;0;60;
226;374;64;71;77;8;76;
227;374;95;99;45;51;81;
230;374;79;78;77;38;81;
231;374;69;79;43;16;70;
232;374;0;0;0;0;80;
233;374;51;47;2;84;94;
234;374;67;72;5;86;7;
235;374;69;79;79;46;73;
236;374;75;80;97;52;16;
237;374;72;6;13;32;94;
238;374;81;84;72;93;78;
239;374;87;13;82;25;73;
240;374;78;80;78;36;70;
241;374;70;51;80;49;91;
243;374;77;35;17;60;75;
244;374;77;83;81;21;80;
245;374;91;2;66;78;74;
246;374;76;7;70;45;71;
247;374;74;84;82;40;75;
248;374;81;93;67;12;82;
249;374;72;99;97;21;85;
250;374;76;90;71;45;68;
251;374;77;73;86;17;96;
252;374;78;72;95;30;69;
253;374;18;80;32;76;66;
255;374;0;0;0;0;60;
256;374;85;74;72;11;73;
257;374;2;71;82;84;71;
258;374;99;71;81;52;79;
259;374;2;92;85;16;82;
260;374;4;84;70;58;90;
261;374;68;72;44;29;81;
262;374;1;73;18;25;73;
263;374;80;62;77;58;77;
264;374;38;77;80;85;73;
265;374;72;99;85;47;4;
266;374;13;70;75;23;17;
267;374;93;80;79;48;74;
268;374;72;68;69;85;10;
269;374;94;74;87;8;91;
270;374;73;53;82;5;89;
271;374;80;81;4;97;11;
272;374;88;70;4;28;38;
273;374;69;75;77;64;73;
274;374;3;76;25;81;9;
275;374;69;73;52;51;76;
276;374;77;77;82;89;85;
277;374;95;37;88;35;78;
278;374;0;0;0;0;70;
279;374;96;92;73;75;75;
280;374;97;85;85;33;70;
281;374;78;82;93;76;71;
282;374;81;12;73;55;77;
283;374;0;0;0;0;10;
284;374;69;6;72;85;74;
285;374;79;31;82;59;77;
286;374;0;0;0;0;80;
287;374;0;0;0;0;90;
288;374;87;78;73;14;4;
289;374;86;75;89;23;87;
290;374;71;78;84;7;96;
291;374;84;68;84;22;68;
292;374;77;70;45;90;72;
293;374;85;23;31;12;79;
294;374;84;62;20;58;78;
295;374;79;77;75;3;84;
296;374;0;0;0;0;70;
297;374;0;0;0;0;70;
298;374;83;90;85;66;13;
299;374;83;9;92;80;99;
300;374;78;74;2;33;7;
313;374;0;0;0;0;0;
326;374;72;78;94;85;70;
331;374;71;91;91;86;2;
335;374;79;70;85;64;81;
337;374;91;62;84;20;82;
338;374;68;48;92;41;85;
342;374;0;0;0;0;0;
345;374;0;0;0;0;90;
346;374;0;0;0;0;90;
349;374;66;78;61;24;95;
355;374;92;69;99;75;86;
357;374;89;43;28;18;13;
358;374;76;64;68;23;75;
359;374;83;74;1;48;94;
360;374;91;70;89;78;73;
365;374;93;82;72;46;90;
370;374;92;5;75;28;75;
371;374;82;14;3;35;84;
372;374;75;79;1;54;70;
373;374;68;1;97;95;5;
374;374;94;17;86;31;80;
375;374;82;64;20;34;82;
376;374;3;72;99;12;74;
378;374;50;77;82;68;93;
379;374;91;76;84;3;7;
396;374;95;69;79;10;85;
405;374;81;99;4;76;92;
476;374;79;79;77;44;75;
481;374;75;67;76;15;74;
552;374;78;64;74;41;73;
608;374;77;75;66;25;72;
631;374;76;74;73;16;71;
676;374;75;70;76;53;70;
827;374;72;73;75;97;78;
843;374;75;67;69;52;70;
850;374;71;77;78;70;79;
930;374;76;70;73;20;77;
939;374;71;73;72;38;74;
38;375;77;77;67;61;75;
40;375;79;75;66;62;77;
143;375;0;0;0;0;70;
179;375;69;85;3;34;87;
185;375;91;82;84;76;81;
187;375;83;89;76;56;87;
189;375;79;83;84;17;88;
190;375;91;65;26;53;90;
193;375;0;0;0;0;0;
194;375;74;72;58;56;92;
195;375;88;98;73;24;84;
196;375;82;76;76;16;16;
197;375;91;32;74;33;99;
198;375;74;74;92;99;94;
199;375;69;76;79;17;97;
200;375;77;12;51;65;72;
201;375;62;88;78;79;10;
202;375;69;87;69;48;82;
203;375;85;79;71;38;68;
205;375;71;77;12;44;73;
206;375;83;72;10;58;70;
207;375;83;55;87;77;88;
208;375;9;73;68;11;73;
209;375;35;66;82;47;4;
210;375;72;81;74;58;66;
211;375;5;80;84;36;85;
212;375;70;73;12;83;23;
213;375;81;73;82;38;28;
214;375;79;74;71;25;72;
215;375;36;64;68;56;81;
216;375;70;65;88;61;85;
217;375;83;88;79;40;3;
218;375;82;84;83;75;69;
220;375;70;88;81;66;87;
221;375;76;70;8;58;99;
222;375;82;72;73;11;74;
224;375;75;72;61;95;83;
225;375;77;91;77;24;64;
227;375;15;11;67;86;89;
228;375;87;71;96;75;97;
229;375;79;67;74;97;83;
230;375;77;50;65;46;87;
231;375;68;3;88;30;74;
233;375;75;73;63;81;81;
234;375;73;88;80;43;27;
235;375;0;0;0;0;50;
236;375;9;92;82;80;11;
237;375;60;10;73;73;69;
238;375;73;50;84;64;10;
239;375;45;81;82;71;84;
240;375;70;14;98;39;88;
241;375;95;79;83;22;80;
242;375;15;95;98;84;69;
243;375;74;93;73;97;72;
244;375;1;76;69;29;69;
246;375;77;80;83;27;76;
247;375;55;77;84;25;68;
248;375;68;41;85;80;72;
251;375;1;82;76;84;94;
252;375;72;87;71;81;17;
253;375;83;75;67;54;77;
254;375;11;68;91;60;12;
255;375;88;74;81;82;71;
256;375;65;95;92;84;75;
257;375;92;62;84;7;69;
258;375;59;60;76;34;99;
259;375;82;62;76;56;74;
260;375;0;0;0;0;40;
261;375;0;0;0;0;10;
262;375;83;62;92;39;90;
263;375;0;0;0;0;10;
264;375;87;69;47;40;87;
265;375;0;0;0;0;80;
266;375;72;68;96;43;72;
267;375;0;0;0;0;90;
268;375;0;0;0;0;90;
269;375;32;73;19;79;67;
270;375;0;0;0;0;60;
271;375;79;74;73;21;79;
272;375;0;0;0;0;0;
273;375;0;0;0;0;90;
274;375;92;80;68;51;78;
275;375;97;78;16;81;20;
276;375;0;0;0;0;80;
277;375;0;0;0;0;70;
278;375;0;0;0;0;10;
279;375;0;0;0;0;10;
280;375;9;92;72;85;76;
281;375;78;84;91;96;83;
282;375;8;94;80;12;76;
283;375;0;0;0;0;10;
284;375;0;0;0;0;40;
285;375;0;0;0;0;40;
286;375;75;78;95;3;85;
287;375;0;0;0;0;0;
288;375;79;79;93;50;67;
289;375;68;65;86;34;88;
290;375;69;91;82;36;9;
291;375;87;7;91;22;68;
292;375;39;51;95;34;86;
293;375;99;79;94;31;76;
294;375;48;50;73;26;3;
295;375;23;88;78;81;90;
296;375;55;22;83;28;73;
297;375;1;84;97;25;94;
298;375;0;0;0;0;10;
299;375;78;91;69;83;83;
300;375;86;72;77;91;79;
317;375;2;84;92;46;84;
325;375;81;76;74;63;88;
334;375;79;84;87;57;16;
337;375;73;73;81;74;8;
340;375;78;49;76;59;89;
341;375;82;1;89;96;83;
342;375;77;73;74;6;83;
343;375;0;0;0;0;70;
344;375;75;67;25;41;89;
345;375;84;80;19;27;93;
350;375;0;0;0;0;40;
352;375;69;81;84;47;88;
355;375;0;0;0;0;80;
357;375;4;85;88;86;90;
360;375;70;74;79;82;14;
367;375;18;10;93;62;5;
368;375;82;80;79;90;95;
370;375;77;29;78;65;86;
371;375;79;70;90;36;71;
372;375;86;12;92;7;75;
373;375;78;82;82;11;92;
377;375;69;72;2;7;90;
378;375;70;64;86;22;16;
379;375;74;30;73;82;97;
386;375;76;64;77;83;78;
391;375;84;73;86;2;90;
397;375;55;75;74;37;91;
400;375;73;79;99;7;80;
406;375;0;0;0;0;80;
473;375;70;76;60;50;72;
596;375;73;70;71;3;76;
897;375;75;67;71;87;77;
916;375;74;69;77;45;76;
32;376;73;73;72;33;77;
33;376;74;79;69;62;76;
46;376;71;69;72;42;74;
181;376;84;72;87;20;80;
189;376;93;77;4;58;94;
190;376;83;68;71;41;81;
191;376;87;7;83;42;98;
192;376;0;0;0;0;70;
193;376;0;0;0;0;60;
194;376;74;71;78;74;86;
195;376;88;81;73;11;89;
199;376;85;80;4;22;94;
200;376;0;0;0;0;70;
202;376;98;80;93;73;74;
203;376;75;69;79;31;79;
204;376;0;0;0;0;70;
205;376;72;96;15;70;81;
206;376;76;76;70;41;82;
207;376;84;91;16;38;7;
208;376;84;82;70;92;92;
210;376;80;74;45;19;67;
211;376;77;93;83;9;98;
212;376;87;85;81;55;16;
213;376;42;97;80;51;72;
214;376;12;72;16;67;76;
215;376;81;70;65;71;92;
216;376;69;79;68;33;89;
217;376;76;73;78;28;75;
218;376;84;78;68;65;77;
219;376;43;81;81;18;80;
220;376;75;64;71;44;65;
221;376;77;88;51;22;90;
222;376;81;78;80;3;80;
223;376;72;63;82;83;79;
224;376;74;91;12;75;82;
225;376;84;78;74;25;10;
226;376;66;87;77;86;75;
227;376;74;71;75;69;71;
228;376;76;78;86;58;71;
229;376;83;74;78;53;72;
231;376;70;79;72;61;81;
232;376;88;80;79;94;2;
233;376;84;80;92;36;1;
234;376;60;81;88;4;78;
235;376;10;69;65;49;98;
236;376;75;93;58;19;86;
237;376;82;73;74;46;5;
238;376;10;74;39;54;6;
240;376;8;93;74;59;21;
241;376;79;31;87;40;69;
243;376;81;53;8;65;79;
244;376;84;18;85;38;66;
245;376;60;72;77;37;74;
246;376;73;75;82;78;92;
248;376;76;76;73;86;18;
249;376;75;84;78;40;81;
250;376;82;91;72;17;68;
251;376;94;79;77;35;76;
252;376;35;85;84;79;21;
253;376;79;72;76;8;16;
254;376;15;83;2;24;86;
260;376;2;91;76;9;77;
261;376;76;90;11;74;66;
264;376;66;84;73;73;69;
265;376;37;94;70;55;87;
266;376;73;97;13;26;76;
267;376;52;80;87;40;86;
269;376;82;80;12;65;72;
270;376;77;89;82;26;79;
279;376;82;86;74;47;62;
280;376;95;3;82;48;73;
281;376;73;64;74;22;69;
282;376;17;77;78;75;93;
283;376;85;81;76;81;72;
284;376;20;77;78;21;88;
285;376;83;23;91;46;78;
286;376;77;99;77;71;5;
287;376;10;60;95;24;71;
288;376;57;72;80;98;98;
289;376;74;75;70;95;82;
290;376;93;74;81;65;84;
291;376;71;79;92;44;83;
292;376;2;99;79;38;91;
293;376;87;79;76;20;20;
294;376;3;78;83;64;90;
296;376;78;35;58;10;10;
297;376;77;96;89;53;94;
298;376;39;87;77;60;69;
299;376;0;0;0;0;70;
300;376;40;73;90;14;79;
313;376;13;72;84;75;92;
315;376;76;56;73;39;96;
333;376;68;2;23;86;83;
334;376;52;74;75;58;14;
335;376;76;87;86;71;93;
337;376;80;82;72;66;90;
338;376;84;88;79;42;85;
344;376;74;69;74;98;80;
348;376;79;83;11;71;99;
352;376;48;77;72;51;80;
354;376;0;0;0;0;70;
355;376;97;89;97;80;83;
356;376;73;93;66;31;84;
357;376;80;9;97;27;84;
358;376;76;77;53;60;90;
359;376;78;78;89;26;15;
360;376;75;37;88;69;93;
364;376;88;89;86;90;8;
365;376;71;79;88;91;83;
368;376;79;75;98;20;1;
369;376;86;86;74;6;84;
371;376;85;86;72;35;98;
372;376;75;7;94;82;88;
373;376;84;77;76;78;79;
374;376;79;86;80;50;4;
378;376;67;76;79;71;90;
380;376;82;73;7;70;5;
381;376;98;79;73;19;76;
393;376;0;0;0;0;60;
396;376;35;85;81;8;93;
397;376;38;94;91;30;92;
400;376;72;90;90;27;92;
401;376;79;69;82;18;89;
471;376;78;71;64;62;71;
487;376;77;79;74;24;79;
702;376;77;68;78;22;79;
891;376;75;70;72;4;73;
894;376;70;78;76;41;74;
1;377;71;72;64;59;78;
181;377;68;83;67;23;97;
185;377;77;47;6;13;89;
188;377;72;72;76;28;81;
189;377;79;19;15;8;78;
190;377;70;80;78;24;84;
191;377;73;84;16;39;19;
192;377;74;88;74;47;70;
193;377;67;81;76;73;96;
194;377;0;0;0;0;70;
197;377;0;0;0;0;70;
198;377;65;76;91;55;17;
199;377;79;71;71;42;70;
200;377;77;74;89;75;78;
202;377;77;84;82;41;11;
203;377;86;84;71;36;8;
205;377;68;84;99;91;73;
206;377;75;95;81;51;9;
209;377;53;98;68;15;92;
210;377;73;78;92;82;3;
211;377;23;87;85;76;71;
212;377;97;89;75;79;78;
213;377;15;26;86;41;82;
214;377;82;82;7;87;69;
215;377;64;74;97;83;91;
216;377;89;92;69;71;87;
217;377;12;75;82;28;30;
218;377;73;77;72;72;91;
219;377;73;79;28;62;75;
220;377;92;71;67;95;14;
221;377;70;80;80;23;69;
222;377;71;76;70;68;77;
223;377;73;82;35;96;85;
224;377;79;75;72;41;88;
225;377;74;85;76;48;72;
226;377;20;20;88;70;69;
227;377;76;74;94;76;19;
228;377;94;24;69;98;78;
229;377;67;71;81;3;99;
230;377;83;89;77;57;84;
231;377;69;62;80;25;84;
232;377;94;33;78;70;98;
233;377;73;38;79;75;81;
234;377;70;81;73;77;80;
236;377;48;84;88;49;2;
237;377;84;69;85;84;15;
239;377;5;66;87;83;65;
240;377;79;84;52;92;74;
241;377;91;86;75;67;78;
242;377;83;71;97;22;99;
243;377;72;42;88;68;79;
244;377;70;8;95;33;88;
245;377;13;14;89;32;88;
246;377;72;72;88;72;85;
247;377;97;11;64;30;90;
248;377;78;80;82;21;78;
249;377;68;70;73;25;19;
250;377;73;44;86;78;76;
252;377;14;81;32;62;69;
253;377;83;69;47;89;63;
254;377;79;86;8;57;66;
255;377;32;96;27;18;74;
257;377;82;85;27;38;83;
258;377;77;83;79;84;81;
259;377;81;81;80;41;72;
263;377;82;88;71;54;15;
264;377;16;73;82;57;21;
265;377;69;76;75;24;75;
266;377;47;75;70;21;81;
267;377;95;82;70;50;77;
268;377;87;87;76;82;72;
269;377;9;97;83;83;74;
270;377;70;70;81;66;72;
274;377;39;93;83;21;92;
275;377;86;71;74;48;84;
276;377;84;7;72;79;73;
277;377;4;55;98;24;72;
279;377;30;81;99;29;18;
281;377;50;79;96;76;71;
282;377;85;71;84;40;85;
283;377;75;70;74;32;84;
284;377;79;88;80;30;82;
285;377;75;72;74;32;77;
287;377;68;77;85;52;71;
288;377;81;78;84;63;72;
289;377;26;79;79;83;68;
293;377;82;78;84;39;74;
294;377;96;76;73;97;77;
295;377;86;85;84;91;95;
296;377;83;81;70;65;75;
297;377;0;0;0;0;70;
298;377;0;0;0;0;60;
299;377;70;23;80;65;96;
300;377;93;82;81;48;67;
314;377;0;0;0;0;0;
317;377;68;73;74;22;78;
326;377;76;93;75;38;78;
333;377;90;79;88;32;80;
334;377;82;43;88;39;74;
335;377;74;80;95;45;76;
336;377;96;89;85;98;89;
337;377;68;71;64;82;71;
343;377;78;75;79;41;86;
347;377;95;84;93;95;86;
348;377;70;89;80;7;98;
350;377;71;70;79;36;72;
352;377;76;85;71;40;80;
355;377;3;77;97;25;85;
359;377;79;68;76;13;75;
361;377;13;96;83;51;84;
362;377;77;72;92;41;82;
367;377;82;82;90;49;95;
368;377;24;82;69;13;96;
373;377;0;0;0;0;70;
378;377;73;73;2;74;97;
379;377;7;57;76;8;79;
380;377;85;91;66;33;8;
381;377;0;0;0;0;0;
389;377;0;0;0;0;80;
394;377;77;90;93;13;91;
398;377;0;0;0;0;80;
399;377;82;81;80;23;76;
400;377;74;72;69;99;79;
401;377;73;91;83;28;84;
402;377;74;89;75;26;86;
403;377;0;0;0;0;70;
404;377;77;70;89;46;82;
405;377;80;77;93;46;73;
406;377;51;82;70;78;81;
407;377;90;81;77;92;74;
412;377;83;70;78;57;65;
414;377;22;7;69;67;78;
415;377;99;84;78;60;73;
417;377;1;19;86;97;18;
419;377;11;68;78;82;81;
524;377;75;68;67;11;73;
531;377;78;71;77;15;72;
675;377;74;67;75;49;71;
770;377;76;78;70;21;75;
803;377;69;70;79;22;72;
890;377;75;70;70;5;77;
913;377;75;78;72;54;75;
951;377;75;71;77;65;75;
967;377;76;79;76;54;78;
51;378;76;76;79;89;74;
58;378;71;74;78;17;73;
189;378;78;67;76;78;78;
192;378;36;71;78;35;75;
193;378;0;0;0;0;90;
194;378;0;0;0;0;70;
201;378;81;94;72;31;74;
202;378;76;68;69;66;94;
203;378;68;59;4;64;63;
204;378;82;72;77;59;74;
206;378;4;64;71;51;80;
210;378;20;87;79;34;83;
211;378;22;76;74;46;73;
212;378;93;79;76;37;72;
213;378;2;84;77;44;76;
214;378;73;65;74;50;77;
215;378;96;12;76;72;6;
216;378;91;68;60;41;79;
217;378;66;63;74;93;8;
218;378;68;82;97;35;92;
219;378;6;68;14;18;90;
220;378;6;85;73;83;11;
221;378;78;70;79;82;67;
222;378;9;75;77;48;84;
223;378;81;75;80;7;74;
224;378;74;61;80;66;81;
225;378;33;87;67;66;91;
226;378;88;57;81;93;98;
227;378;72;78;72;81;72;
228;378;5;68;87;57;83;
230;378;89;85;98;57;67;
231;378;71;26;74;79;69;
232;378;81;74;78;9;99;
233;378;83;82;91;10;73;
234;378;80;83;82;71;3;
235;378;76;97;75;99;80;
236;378;79;74;79;34;74;
237;378;85;67;77;83;81;
238;378;37;1;91;45;85;
239;378;75;77;86;15;1;
240;378;84;76;90;38;81;
241;378;79;80;84;63;16;
242;378;2;86;80;52;83;
243;378;74;76;73;8;73;
245;378;77;80;77;41;83;
246;378;74;81;77;44;72;
247;378;77;2;81;42;80;
248;378;80;77;72;62;83;
249;378;84;67;89;17;80;
250;378;84;90;74;12;28;
251;378;1;77;89;39;11;
253;378;70;71;63;23;90;
254;378;69;85;66;11;67;
255;378;75;80;32;43;82;
256;378;81;77;79;73;18;
257;378;71;92;87;71;79;
258;378;77;80;89;8;71;
264;378;66;81;59;90;81;
265;378;90;79;88;38;71;
267;378;11;80;93;77;84;
268;378;22;85;93;28;79;
269;378;88;83;7;11;66;
272;378;20;69;74;15;94;
273;378;86;60;86;84;80;
274;378;71;68;80;46;72;
275;378;13;73;77;92;84;
276;378;82;58;79;53;69;
279;378;66;75;75;99;94;
281;378;34;12;91;51;67;
282;378;92;89;69;38;22;
283;378;89;58;29;59;81;
284;378;84;74;80;45;86;
290;378;79;85;87;74;70;
292;378;75;76;83;16;78;
293;378;78;83;75;8;82;
294;378;33;71;84;32;91;
295;378;77;70;77;95;75;
300;378;19;77;79;43;64;
317;378;76;75;85;61;80;
326;378;84;84;7;10;79;
331;378;92;61;49;79;83;
332;378;90;79;76;92;79;
333;378;79;74;69;43;74;
334;378;95;27;86;15;16;
335;378;81;9;88;73;94;
336;378;80;76;66;79;82;
337;378;78;74;68;62;79;
338;378;84;19;70;77;70;
339;378;79;87;77;51;91;
342;378;83;54;80;20;78;
343;378;70;76;84;26;85;
347;378;91;33;97;72;86;
348;378;91;23;76;92;75;
349;378;73;81;67;64;96;
359;378;0;0;0;0;0;
360;378;0;0;0;0;20;
361;378;91;24;79;61;84;
364;378;78;89;93;72;83;
365;378;96;79;89;41;80;
367;378;90;55;98;18;80;
368;378;21;68;85;73;84;
369;378;82;80;89;82;80;
371;378;91;81;66;54;6;
391;378;79;86;84;4;83;
392;378;99;79;84;35;84;
395;378;74;74;70;30;90;
396;378;73;65;73;50;6;
398;378;0;0;0;0;80;
399;378;0;0;0;0;80;
400;378;0;0;0;0;80;
401;378;86;10;82;44;75;
402;378;80;80;69;87;92;
403;378;0;0;0;0;80;
404;378;0;0;0;0;80;
405;378;85;69;78;57;72;
407;378;90;29;84;3;79;
409;378;66;91;85;40;70;
410;378;84;76;82;81;4;
411;378;73;43;70;14;79;
412;378;71;78;74;53;73;
414;378;46;67;85;36;73;
415;378;78;78;81;77;67;
417;378;72;79;74;21;87;
442;378;78;79;70;97;79;
568;378;71;75;70;73;78;
735;378;71;60;66;77;71;
825;378;79;73;78;20;79;
975;378;70;67;79;2;79;
54;379;72;79;79;27;74;
60;379;72;79;76;8;77;
154;379;73;73;77;17;78;
198;379;86;55;82;26;83;
200;379;0;0;0;0;70;
202;379;0;0;0;0;70;
203;379;40;78;93;78;81;
204;379;86;98;13;63;82;
205;379;82;77;80;33;19;
207;379;84;84;78;23;13;
208;379;79;84;65;25;84;
209;379;22;86;84;42;89;
210;379;0;0;0;0;70;
211;379;93;97;42;13;69;
212;379;86;82;8;65;36;
213;379;93;79;81;69;89;
214;379;4;84;2;37;88;
216;379;77;89;71;14;77;
217;379;75;93;77;75;81;
218;379;38;98;60;81;81;
219;379;68;83;74;69;75;
220;379;86;74;62;71;68;
221;379;72;67;21;64;11;
222;379;54;76;67;42;79;
223;379;3;64;71;90;93;
224;379;88;72;26;43;68;
225;379;11;93;62;16;93;
226;379;39;89;84;40;82;
227;379;3;76;75;11;88;
228;379;20;33;77;69;16;
229;379;1;78;72;30;73;
230;379;77;24;98;62;68;
231;379;13;60;78;64;85;
232;379;86;90;71;57;5;
233;379;78;99;99;94;76;
234;379;82;94;93;63;90;
236;379;78;74;87;58;94;
237;379;80;80;89;45;85;
239;379;2;86;69;82;71;
240;379;83;76;81;61;70;
241;379;88;91;75;73;71;
242;379;68;71;95;8;84;
243;379;56;56;77;43;75;
244;379;64;5;67;25;87;
246;379;82;65;94;33;69;
247;379;84;53;82;39;85;
249;379;85;75;90;70;68;
250;379;79;87;79;82;79;
251;379;88;91;68;33;77;
252;379;46;87;76;10;68;
253;379;1;76;81;11;73;
254;379;71;71;72;85;76;
255;379;82;84;74;21;20;
256;379;66;82;97;81;86;
257;379;86;76;92;39;77;
258;379;76;83;58;6;77;
260;379;15;78;29;69;71;
261;379;81;72;72;61;64;
262;379;83;87;19;72;77;
263;379;56;87;6;36;14;
264;379;98;73;10;29;74;
265;379;80;68;64;54;10;
267;379;0;0;0;0;70;
269;379;17;79;14;53;17;
274;379;84;67;96;33;81;
276;379;11;23;78;51;87;
282;379;74;80;54;34;74;
283;379;53;77;70;45;85;
284;379;78;97;75;52;77;
285;379;84;8;68;4;71;
286;379;82;84;78;65;85;
287;379;72;20;73;78;91;
288;379;4;76;92;11;87;
290;379;78;41;75;26;75;
291;379;89;78;73;21;86;
292;379;72;86;68;67;72;
294;379;84;83;96;85;14;
296;379;1;76;87;21;65;
300;379;16;68;84;40;11;
306;379;0;0;0;0;80;
315;379;79;87;40;40;99;
327;379;66;85;76;96;78;
330;379;87;71;96;94;74;
331;379;81;78;79;41;74;
332;379;98;83;74;3;74;
333;379;69;25;71;57;83;
334;379;77;50;94;42;5;
336;379;70;79;71;17;92;
337;379;75;75;58;20;80;
338;379;75;81;4;47;99;
339;379;79;21;96;7;81;
340;379;74;21;80;22;89;
341;379;0;0;0;0;0;
346;379;0;0;0;0;0;
348;379;88;75;89;27;97;
354;379;14;64;81;79;76;
355;379;74;67;94;11;93;
357;379;80;91;68;43;85;
359;379;0;0;0;0;70;
360;379;0;0;0;0;60;
363;379;79;96;83;58;89;
364;379;66;99;78;13;93;
365;379;73;74;79;33;6;
366;379;98;76;78;65;84;
376;379;0;0;0;0;0;
381;379;0;0;0;0;80;
387;379;78;76;6;31;87;
392;379;3;81;71;95;90;
394;379;25;81;55;48;16;
396;379;17;80;25;91;84;
397;379;74;82;63;4;81;
398;379;0;0;0;0;70;
399;379;0;0;0;0;90;
400;379;20;76;75;68;94;
401;379;74;74;77;44;75;
402;379;89;50;91;46;87;
403;379;81;76;76;10;71;
404;379;71;95;87;46;25;
405;379;89;66;65;63;4;
412;379;75;82;91;64;78;
415;379;78;85;81;2;78;
550;379;76;74;79;62;75;
765;379;75;74;74;83;74;
810;379;71;74;67;56;71;
892;379;75;78;66;40;76;
935;379;76;76;73;48;78;
945;379;79;73;69;78;75;
982;379;70;75;72;1;72;
992;379;75;75;75;22;70;
19;380;71;67;78;66;74;
188;380;80;83;11;70;98;
190;380;78;74;99;88;89;
191;380;72;76;75;98;92;
197;380;74;76;5;73;89;
203;380;28;91;2;53;70;
204;380;73;67;83;25;74;
205;380;75;79;82;76;76;
206;380;97;85;78;49;85;
208;380;0;0;0;0;70;
209;380;80;93;3;17;78;
210;380;43;80;78;90;80;
211;380;80;80;77;81;86;
212;380;99;76;71;61;5;
213;380;71;70;83;43;68;
214;380;87;90;86;86;76;
216;380;1;73;82;52;94;
217;380;75;76;5;37;75;
219;380;77;77;93;84;85;
220;380;65;65;71;82;3;
221;380;5;81;66;31;75;
222;380;22;86;58;47;71;
223;380;84;70;94;18;10;
224;380;64;73;76;46;85;
225;380;89;68;3;30;75;
226;380;0;0;0;0;70;
227;380;92;53;89;11;77;
228;380;1;75;88;11;81;
229;380;73;96;69;22;86;
230;380;94;88;88;60;70;
231;380;66;71;93;48;77;
232;380;78;84;69;74;97;
233;380;10;81;81;33;71;
234;380;12;90;99;8;68;
236;380;81;76;90;30;85;
237;380;79;81;76;69;9;
238;380;84;73;69;4;79;
239;380;83;71;94;6;80;
240;380;43;10;70;65;84;
241;380;15;86;82;54;88;
242;380;88;61;85;52;15;
243;380;69;72;76;64;72;
244;380;82;75;17;79;82;
245;380;77;11;82;50;71;
246;380;98;58;94;22;64;
247;380;43;70;71;66;71;
248;380;78;72;73;76;55;
249;380;89;81;86;19;78;
250;380;87;79;96;56;94;
251;380;8;70;7;75;87;
252;380;77;82;73;8;76;
253;380;91;98;7;13;75;
254;380;43;89;84;70;84;
256;380;97;76;76;42;14;
258;380;40;85;94;7;74;
259;380;37;78;68;8;80;
260;380;83;73;73;7;93;
261;380;69;33;76;78;73;
262;380;95;94;89;48;90;
263;380;41;97;83;96;90;
264;380;6;91;68;65;73;
266;380;79;94;72;89;78;
269;380;65;77;70;40;87;
271;380;94;89;93;31;83;
272;380;11;81;88;28;26;
279;380;79;74;68;23;18;
283;380;83;7;86;37;78;
285;380;1;5;92;28;82;
286;380;55;84;94;55;66;
288;380;76;7;93;40;89;
289;380;77;80;72;14;67;
290;380;98;62;68;47;89;
291;380;90;72;70;76;79;
292;380;49;1;85;77;92;
294;380;5;18;96;38;82;
296;380;7;90;69;42;15;
297;380;79;21;74;11;13;
298;380;85;70;58;96;76;
319;380;60;12;71;49;88;
321;380;70;92;82;71;96;
329;380;71;8;17;87;86;
330;380;80;63;8;74;2;
331;380;73;78;82;80;97;
332;380;94;72;82;64;16;
333;380;77;72;91;79;65;
334;380;76;81;83;66;79;
337;380;83;85;62;59;82;
338;380;83;64;8;65;8;
340;380;74;80;59;20;84;
348;380;75;75;73;30;92;
349;380;85;32;84;61;75;
350;380;82;7;80;33;76;
360;380;78;12;74;85;81;
367;380;87;93;78;70;9;
373;380;0;0;0;0;0;
383;380;67;89;2;2;83;
388;380;88;73;91;33;1;
390;380;76;98;74;4;86;
391;380;69;98;81;39;89;
396;380;73;67;95;45;16;
398;380;0;0;0;0;70;
400;380;78;85;75;33;82;
401;380;17;55;78;65;72;
402;380;78;74;84;88;87;
403;380;0;0;0;0;70;
404;380;0;0;0;0;10;
405;380;74;79;91;3;78;
406;380;42;73;82;42;82;
407;380;89;74;76;11;83;
408;380;76;69;79;62;13;
411;380;93;68;65;45;3;
415;380;80;80;70;65;66;
446;380;73;79;69;84;77;
590;380;78;79;79;80;73;
604;380;0;0;0;0;0;
789;380;74;79;71;41;74;
800;380;76;79;68;64;75;
825;380;73;74;76;39;75;
854;380;79;72;64;22;79;
113;381;0;0;0;0;90;
185;381;92;68;78;49;99;
190;381;76;77;85;84;93;
201;381;0;0;0;0;70;
203;381;83;74;67;42;91;
204;381;69;96;75;11;91;
205;381;78;80;88;44;79;
206;381;76;82;67;66;10;
207;381;79;82;63;75;85;
208;381;84;94;68;35;26;
209;381;74;81;2;65;68;
210;381;3;82;68;64;80;
211;381;90;99;89;37;99;
212;381;79;63;91;80;73;
213;381;10;85;30;75;69;
214;381;77;84;85;13;7;
216;381;84;68;80;19;86;
217;381;97;83;81;79;87;
219;381;94;16;24;64;67;
220;381;61;79;90;78;77;
221;381;85;72;77;58;92;
222;381;97;78;11;92;81;
223;381;78;97;1;26;66;
